symbol,strategy,signalDate,footprintScore,deliveryRatio,volumeRatio,entryDate,exitDate,entryPrice,stop,target,exitName,exitReason,holdSessions,netReturnPct,netR
IPCALAB,Relative-strength leader breakout,2026-07-14,71,1.02,1.009,2026-07-15,2026-07-21,1854.2,1754.85,2102.58,2.5R fixed target,Time Exit,5,-3.277,-0.612
JBCHEPHARM,Relative-strength leader breakout,2026-07-14,92,3.163,2.434,2026-07-15,2026-07-16,2495.98,2408.61,2714.42,2.5R fixed target,Stop,2,-3.801,-1.086
JUSTDIAL,Relative-strength leader breakout,2026-07-14,100,21.029,45.607,2026-07-15,2026-07-16,810.62,753.12,954.35,2.5R fixed target,Stop,2,-7.393,-1.042
SAKAR,Relative-strength leader breakout,2026-07-14,85,3.958,5.909,2026-07-16,2026-07-17,946.29,867.5,1143.27,2.5R fixed target,Stop,2,-8.627,-1.036
GABRIEL,Relative-strength leader breakout,2026-07-15,94,3.744,5.469,2026-07-16,2026-07-22,1370,1276.86,1602.86,2.5R fixed target,Time Exit,5,3.685,0.542
KALYANKJIL,Relative-strength leader breakout,2026-07-15,100,1.729,2.057,2026-07-16,2026-07-22,552.1,504.55,670.98,2.5R fixed target,Time Exit,5,7.669,0.89
MOSCHIP,Relative-strength leader breakout,2026-07-15,100,2.458,2.386,2026-07-16,2026-07-21,252,232.49,300.79,2.5R fixed target,Stop,4,-8.043,-1.039
SHOPERSTOP,Relative-strength leader breakout,2026-07-15,72,3.664,1.144,2026-07-16,2026-07-22,400.6,368.19,481.63,2.5R fixed target,Time Exit,5,-6.516,-0.805
AMAGI,Relative-strength leader breakout,2026-07-16,63,0.767,1.013,2026-07-17,2026-07-20,608.21,556.78,736.79,2.5R fixed target,Stop,2,-8.756,-1.035
BHEL,Relative-strength leader breakout,2026-07-16,80,1.77,3.578,2026-07-17,2026-07-21,445,413.51,523.73,2.5R fixed target,Stop,3,-7.377,-1.042
CYIENTDLM,Relative-strength leader breakout,2026-07-16,92,3.181,5.561,2026-07-17,2026-07-22,593,538.64,728.9,2.5R fixed target,Target,4,22.618,2.467
EXIDEIND,Relative-strength leader breakout,2026-07-17,88,2.26,2.839,2026-07-20,2026-07-24,437.42,417.47,487.3,2.5R fixed target,Time Exit,5,0.975,0.214
RELAXO,Relative-strength leader breakout,2026-07-17,100,9.795,9.101,2026-07-20,2026-07-22,448.3,404.43,557.98,2.5R fixed target,Stop,3,-10.086,-1.031
BEPL,Relative-strength leader breakout,2026-07-20,100,19.842,101.302,2026-07-21,2026-07-21,133.15,123.49,157.27,2.5R fixed target,Stop,1,-7.549,-1.041
DYCL,Relative-strength leader breakout,2026-07-20,100,12.022,20.184,2026-07-21,2026-07-22,458.72,417.97,560.57,2.5R fixed target,Stop,2,-9.182,-1.034
FLUOROCHEM,Relative-strength leader breakout,2026-07-20,62,1.922,1.958,2026-07-21,2026-07-27,4337.86,4114.86,4895.36,2.5R fixed target,Time Exit,5,4.902,0.953
GANDHAR,Relative-strength leader breakout,2026-07-20,90,4.21,3.077,2026-07-21,2026-07-23,231.7,215.57,272.02,2.5R fixed target,Gap Target,3,17.956,2.58
HSCL,Relative-strength leader breakout,2026-07-20,54,1.848,1.406,2026-07-21,2026-07-27,788.42,738.44,913.38,2.5R fixed target,Time Exit,5,-0.043,-0.007
LXCHEM,Relative-strength leader breakout,2026-07-20,100,3.53,3.012,2026-07-21,2026-07-27,180.02,167.7,210.83,2.5R fixed target,Time Exit,5,6.938,1.014
MUTHOOTMF,Relative-strength leader breakout,2026-07-20,78,1.927,0.778,2026-07-21,2026-07-27,255.51,235.36,305.89,2.5R fixed target,Time Exit,5,-0.488,-0.062
NAVINFLUOR,Relative-strength leader breakout,2026-07-20,50,1.704,2.045,2026-07-21,2026-07-24,7915.8,7526.86,8888.14,2.5R fixed target,Stop,4,-5.213,-1.061
RPGLIFE,Relative-strength leader breakout,2026-07-20,92,4.383,3.134,2026-07-21,2026-07-27,3069.73,2793.76,3759.63,2.5R fixed target,Time Exit,5,-4.914,-0.547
SAREGAMA,Relative-strength leader breakout,2026-07-20,100,4.096,3.622,2026-07-21,2026-07-24,519.59,484.95,606.18,2.5R fixed target,Stop,4,-6.966,-1.045
SHREEJISPG,Relative-strength leader breakout,2026-07-20,100,1.962,1.339,2026-07-21,2026-07-27,623.14,591.56,702.1,2.5R fixed target,Time Exit,5,1.001,0.197
SKYGOLD,Relative-strength leader breakout,2026-07-20,88,1.419,1.095,2026-07-21,2026-07-27,667.33,611.91,805.88,2.5R fixed target,Time Exit,5,0.347,0.042
SOLARINDS,Relative-strength leader breakout,2026-07-20,80,1.482,1.555,2026-07-22,2026-07-28,19163.25,18141.13,21718.56,2.5R fixed target,Stop,5,-5.634,-1.056
SONACOMS,Relative-strength leader breakout,2026-07-20,81,1.204,1.167,2026-07-21,2026-07-27,723,685.51,816.72,2.5R fixed target,Time Exit,5,-0.59,-0.114
BLUESTONE,Relative-strength leader breakout,2026-07-21,92,14.623,55.739,2026-07-22,2026-07-28,733.91,676.15,878.34,2.5R fixed target,Time Exit,5,2.88,0.366
DIACABS,Relative-strength leader breakout,2026-07-21,92,3.291,3.122,2026-07-22,2026-07-28,272,243.96,342.1,2.5R fixed target,Time Exit,5,17.858,1.732
INDUSINDBK,Relative-strength leader breakout,2026-07-21,72,2.27,2.302,2026-07-22,2026-07-23,1070.94,1023.49,1189.55,2.5R fixed target,Stop,2,-4.73,-1.068
JINDWORLD,Relative-strength leader breakout,2026-07-21,90,18.465,16.392,2026-07-22,2026-07-23,38.39,34.72,47.56,2.5R fixed target,Stop,2,-9.858,-1.031
STALLION,Relative-strength leader breakout,2026-07-21,100,4.831,10.706,2026-07-22,2026-07-28,250,227.47,306.31,2.5R fixed target,Time Exit,5,-0.424,-0.047
CHENNPETRO,Relative-strength leader breakout,2026-07-22,92,1.944,2.24,2026-07-23,2026-07-23,1317.63,1214.32,1575.91,2.5R fixed target,Stop,1,-8.141,-1.038
HUHTAMAKI,Relative-strength leader breakout,2026-07-22,95,13.548,48.467,2026-07-23,2026-07-28,308.12,284.94,366.06,2.5R fixed target,Stop,4,-7.823,-1.04
POLYPLEX,Relative-strength leader breakout,2026-07-22,71,1.374,1.773,2026-07-23,2026-07-29,1123.74,1061.05,1280.48,2.5R fixed target,Time Exit,5,-0.535,-0.096
MPSLTD,Relative-strength leader breakout,2026-07-23,85,5.456,10.245,2026-07-24,2026-07-30,2734.26,2528.13,3249.57,2.5R fixed target,Time Exit,5,-3.374,-0.448
NILKAMAL,Relative-strength leader breakout,2026-07-23,52,0.848,0.684,2026-07-24,2026-07-30,1689.07,1559.21,2013.73,2.5R fixed target,Time Exit,5,3.509,0.456
OMNI,Relative-strength leader breakout,2026-07-23,58,1.006,0.785,2026-07-24,2026-07-30,605.21,555.96,728.32,2.5R fixed target,Time Exit,5,-3.54,-0.435
UJJIVANSFB,Relative-strength leader breakout,2026-07-23,92,5.419,8.338,2026-07-27,2026-07-31,72.38,67.29,85.13,2.5R fixed target,Time Exit,5,-1.177,-0.167
LOTUSDEV,Relative-strength leader breakout,2026-07-24,100,4.529,5.145,2026-07-27,2026-07-31,182.74,170.17,214.18,2.5R fixed target,Time Exit,5,9.211,1.339
SGMART,Relative-strength leader breakout,2026-07-24,100,2.606,1.397,2026-07-27,2026-07-31,719.44,647.77,898.61,2.5R fixed target,Time Exit,5,-3.37,-0.338
TFCILTD,Relative-strength leader breakout,2026-07-24,84,2.388,3.211,2026-07-27,2026-07-31,89,80.71,109.72,2.5R fixed target,Time Exit,5,14.161,1.521
BLSE,Relative-strength leader breakout,2026-07-27,72,1.126,1.083,2026-07-29,2026-08-04,293.59,271.87,347.87,2.5R fixed target,Time Exit,5,2.379,0.322
COSMOFIRST,Relative-strength leader breakout,2026-07-27,100,1.554,1.357,2026-07-28,2026-08-03,921.64,866.82,1058.69,2.5R fixed target,Time Exit,5,-1.557,-0.262
LAURUSLABS,Relative-strength leader breakout,2026-07-27,84,2.055,3.282,2026-07-28,2026-08-03,1737.97,1658.43,1936.81,2.5R fixed target,Time Exit,5,3.925,0.858
MANAPPURAM,Relative-strength leader breakout,2026-07-27,93,1.252,0.951,2026-07-28,2026-08-03,362.22,344.43,406.71,2.5R fixed target,Time Exit,5,0.467,0.095
MEDANTA,Relative-strength leader breakout,2026-07-27,90,1.67,1.799,2026-07-28,2026-07-31,1416.5,1354.3,1572.01,2.5R fixed target,Stop,4,-4.691,-1.068
SJS,Relative-strength leader breakout,2026-07-27,84,1.83,1.71,2026-07-28,2026-07-28,2438.87,2312.02,2755.99,2.5R fixed target,Stop,1,-5.501,-1.058
COFORGE,Relative-strength leader breakout,2026-07-28,100,4.001,5.309,2026-07-29,2026-08-04,1720,1596.59,2028.54,2.5R fixed target,Time Exit,5,1.438,0.2
CUPID,Relative-strength leader breakout,2026-07-28,68,1.825,0.948,2026-07-29,2026-08-04,233.8,213.18,285.35,2.5R fixed target,Time Exit,5,1.492,0.169
ETERNAL,Relative-strength leader breakout,2026-07-28,74,1.869,1.796,2026-07-29,2026-08-04,310.62,291.82,357.62,2.5R fixed target,Time Exit,5,0.273,0.045
HEXT,Relative-strength leader breakout,2026-07-28,55,1.792,8.519,2026-07-29,2026-07-30,621.04,577.71,729.37,2.5R fixed target,Stop,2,-7.277,-1.043
KALYANKJIL,Relative-strength leader breakout,2026-07-28,81,1.225,0.828,2026-07-29,2026-08-04,612.22,561.33,739.46,2.5R fixed target,Time Exit,5,-3.701,-0.445
LODHA,Relative-strength leader breakout,2026-07-28,88,2.626,3.511,2026-07-29,2026-08-04,1319.03,1224.05,1556.5,2.5R fixed target,Time Exit,5,-7.065,-0.981
LXCHEM,Relative-strength leader breakout,2026-07-28,100,1.854,1.57,2026-07-29,2026-07-30,197.44,181.79,236.55,2.5R fixed target,Stop,2,-8.224,-1.038
NAUKRI,Relative-strength leader breakout,2026-07-28,81,1.355,1.256,2026-07-29,2026-08-04,1255.06,1196.05,1402.57,2.5R fixed target,Time Exit,5,0.094,0.02
RADICO,Relative-strength leader breakout,2026-07-28,92,2.369,4.207,2026-07-29,2026-08-04,4358.7,4186.23,4789.89,2.5R fixed target,Time Exit,5,1.795,0.454
SAILIFE,Relative-strength leader breakout,2026-07-28,83,1.277,1.049,2026-07-29,2026-08-04,1308.11,1244.44,1467.3,2.5R fixed target,Time Exit,5,4.156,0.854
SAREGAMA,Relative-strength leader breakout,2026-07-28,100,3.085,2.38,2026-07-29,2026-08-04,532.06,494.74,625.36,2.5R fixed target,Stop,5,-7.314,-1.043
UNIVCABLES,Relative-strength leader breakout,2026-07-28,92,4.727,3.844,2026-07-29,2026-08-04,1340.68,1237.05,1599.74,2.5R fixed target,Time Exit,5,6.191,0.801
CRAFTSMAN,Relative-strength leader breakout,2026-07-29,100,7.216,10.561,2026-07-30,2026-07-30,10057.07,9593.14,11216.92,2.5R fixed target,Stop,1,-4.913,-1.065
DIACABS,Relative-strength leader breakout,2026-07-29,100,1.753,0.972,2026-07-30,2026-08-03,342,306.09,431.77,2.5R fixed target,Time Exit,3,-5.899,-0.562
FSL,Relative-strength leader breakout,2026-07-29,92,8.253,31.921,2026-07-30,2026-08-05,299.1,279.33,348.52,2.5R fixed target,Time Exit,5,13.192,1.996
GSPCROP,Relative-strength leader breakout,2026-07-29,88,1.73,1.511,2026-07-30,2026-08-05,592.93,536.23,734.7,2.5R fixed target,Time Exit,5,-0.238,-0.025
IIFL,Relative-strength leader breakout,2026-07-29,55,1.277,1.103,2026-07-30,2026-08-05,603.5,567.86,692.61,2.5R fixed target,Time Exit,5,0.809,0.137
JSFB,Relative-strength leader breakout,2026-07-29,88,3.506,2.586,2026-07-31,2026-08-06,582.16,536.74,695.71,2.5R fixed target,Time Exit,5,-3.944,-0.505
M&MFIN,Relative-strength leader breakout,2026-07-29,94,2.379,1.186,2026-07-30,2026-08-05,396.79,367.28,470.57,2.5R fixed target,Time Exit,5,0.105,0.014
OPTIEMUS,Relative-strength leader breakout,2026-07-29,63,0.708,0.572,2026-07-31,2026-08-05,631.66,589.87,736.14,2.5R fixed target,Stop,4,-6.916,-1.045
PPLPHARMA,Relative-strength leader breakout,2026-07-29,95,2.022,1.516,2026-07-30,2026-08-05,201.4,188.68,233.21,2.5R fixed target,Time Exit,5,2.37,0.375
ATALREAL,Relative-strength leader breakout,2026-07-30,51,1.142,2.091,2026-07-31,2026-08-06,33.4,31.12,39.11,2.5R fixed target,Time Exit,5,3.413,0.499
RAINBOW,Relative-strength leader breakout,2026-07-30,80,1.703,1.749,2026-07-31,2026-07-31,1538.07,1473.23,1700.16,2.5R fixed target,Stop,1,-4.516,-1.071
REDINGTON,Relative-strength leader breakout,2026-07-30,87,7.89,23.313,2026-08-03,2026-08-07,339.18,317.67,392.94,2.5R fixed target,Time Exit,5,4.321,0.681
RPTECH,Relative-strength leader breakout,2026-07-30,82,2.826,3.836,2026-08-03,2026-08-07,843.68,778.23,1007.31,2.5R fixed target,Time Exit,5,5.741,0.74
SHREEJISPG,Relative-strength leader breakout,2026-07-30,63,0.479,0.573,2026-07-31,2026-08-06,648.29,617.14,726.17,2.5R fixed target,Time Exit,5,3.557,0.74
SMLMAH,Relative-strength leader breakout,2026-07-30,100,10.154,15.509,2026-07-31,2026-08-06,5550,5028.41,6853.98,2.5R fixed target,Time Exit,5,1.907,0.203
SONACOMS,Relative-strength leader breakout,2026-07-30,70,1.782,2.609,2026-07-31,2026-08-06,769.95,730.4,868.81,2.5R fixed target,Time Exit,5,2.564,0.499
TVSMOTOR,Relative-strength leader breakout,2026-07-30,100,3.354,2.476,2026-07-31,2026-08-06,4227.44,4037.7,4701.78,2.5R fixed target,Time Exit,5,3.191,0.711
ZEEL,Relative-strength leader breakout,2026-07-30,78,2.099,1.275,2026-07-31,2026-08-03,113.93,106.25,133.11,2.5R fixed target,Gap Stop,2,-9.892,-1.468
63MOONS,Relative-strength leader breakout,2026-07-31,100,7.832,15.252,2026-08-03,2026-08-04,951.9,875.45,1143.02,2.5R fixed target,Stop,2,-8.331,-1.037
CONCORDBIO,Relative-strength leader breakout,2026-07-31,76,5.37,5.79,2026-08-03,2026-08-07,1444.4,1355.66,1666.25,2.5R fixed target,Time Exit,5,-5.797,-0.944
DIVISLAB,Relative-strength leader breakout,2026-07-31,100,1.832,1.635,2026-08-03,2026-08-07,8380,7788.87,9857.83,2.5R fixed target,Time Exit,5,-1.553,-0.22
FERMENTA,Relative-strength leader breakout,2026-07-31,88,1.825,1.135,2026-08-03,2026-08-07,508.87,459.48,632.33,2.5R fixed target,Time Exit,5,9.867,1.017
NAZARA,Relative-strength leader breakout,2026-07-31,90,6.489,9.148,2026-08-03,2026-08-07,344.95,327.56,388.43,2.5R fixed target,Time Exit,5,1.845,0.366
QUESS,Relative-strength leader breakout,2026-07-31,59,10.306,37.343,2026-08-03,2026-08-04,348.04,326.65,401.53,2.5R fixed target,Stop,2,-6.447,-1.049
SSWL,Relative-strength leader breakout,2026-07-31,60,1.54,0.705,2026-08-03,2026-08-07,328.4,288.83,427.32,2.5R fixed target,Time Exit,5,-6.36,-0.528
ACE,Relative-strength leader breakout,2026-08-03,78,1.889,1.154,2026-08-04,2026-08-10,1117.03,1043.1,1301.84,2.5R fixed target,Time Exit,5,-0.607,-0.092
ASKAUTOLTD,Relative-strength leader breakout,2026-08-03,94,3.162,3.239,2026-08-05,2026-08-06,579.11,546.83,659.79,2.5R fixed target,Target,2,13.633,2.446
CONFIPET,Relative-strength leader breakout,2026-08-03,100,2.769,2.18,2026-08-04,2026-08-10,84.79,77.66,102.61,2.5R fixed target,Time Exit,5,-2.718,-0.323
CRAFTSMAN,Relative-strength leader breakout,2026-08-03,85,1.176,1.213,2026-08-05,2026-08-11,10420.8,9829.3,11899.55,2.5R fixed target,Time Exit,5,-1.517,-0.267
DEEPINDS,Relative-strength leader breakout,2026-08-03,92,4.983,5.642,2026-08-04,2026-08-10,656.31,600.61,795.56,2.5R fixed target,Time Exit,5,-1.574,-0.185
GABRIEL,Relative-strength leader breakout,2026-08-03,88,1.431,1.037,2026-08-04,2026-08-10,1545.08,1406.8,1890.8,2.5R fixed target,Time Exit,5,-5.172,-0.578
MOTHERSON,Relative-strength leader breakout,2026-08-03,76,1.441,1.112,2026-08-04,2026-08-04,155.32,148.74,171.77,2.5R fixed target,Stop,1,-4.536,-1.071
NYKAA,Relative-strength leader breakout,2026-08-03,67,1.102,1.118,2026-08-05,2026-08-05,348,332.66,386.34,2.5R fixed target,Stop,1,-4.707,-1.068
PAYTM,Relative-strength leader breakout,2026-08-03,72,1.797,2.202,2026-08-05,2026-08-11,1440.48,1355.98,1651.73,2.5R fixed target,Time Exit,5,10.337,1.762
PRICOLLTD,Relative-strength leader breakout,2026-08-03,100,3.234,2.734,2026-08-04,2026-08-10,741.48,699.3,846.93,2.5R fixed target,Time Exit,5,-1.471,-0.259
RAIN,Relative-strength leader breakout,2026-08-03,50,1.268,1.057,2026-08-04,2026-08-10,233.84,217.64,274.34,2.5R fixed target,Stop,5,-7.228,-1.043
RAINBOW,Relative-strength leader breakout,2026-08-03,95,2.331,1.939,2026-08-04,2026-08-10,1577.95,1507.01,1755.29,2.5R fixed target,Time Exit,5,-2.794,-0.621
SJS,Relative-strength leader breakout,2026-08-03,72,1.762,1.589,2026-08-04,2026-08-07,2503.9,2369.02,2841.09,2.5R fixed target,Stop,4,-5.687,-1.056
SONATSOFTW,Relative-strength leader breakout,2026-08-03,92,3.736,1.849,2026-08-04,2026-08-07,349.15,323.18,414.05,2.5R fixed target,Stop,4,-7.736,-1.04
TBOTEK,Relative-strength leader breakout,2026-08-03,69,1.924,4.814,2026-08-05,2026-08-11,1680.96,1586.12,1918.05,2.5R fixed target,Time Exit,5,-2.754,-0.488
TFCILTD,Relative-strength leader breakout,2026-08-03,83,1.076,0.885,2026-08-04,2026-08-10,107.46,99.83,126.56,2.5R fixed target,Time Exit,5,6.917,0.973
WELCORP,Relative-strength leader breakout,2026-08-03,63,0.651,0.491,2026-08-04,2026-08-10,1725.34,1630.13,1963.38,2.5R fixed target,Time Exit,5,6.838,1.239
YASHO,Relative-strength leader breakout,2026-08-03,77,7.089,13.753,2026-08-04,2026-08-10,4231.75,3859.17,5163.18,2.5R fixed target,Time Exit,5,-1.019,-0.116
ALIVUS,Relative-strength leader breakout,2026-08-04,92,6.696,12.203,2026-08-06,2026-08-12,1360.72,1271.33,1584.18,2.5R fixed target,Time Exit,5,-0.279,-0.042
ATHERENERG,Relative-strength leader breakout,2026-08-04,92,4.414,5.089,2026-08-06,2026-08-12,1503,1392.99,1778.03,2.5R fixed target,Time Exit,5,4.118,0.563
GRWRHITECH,Relative-strength leader breakout,2026-08-04,94,1.57,1.625,2026-08-05,2026-08-07,7390,6985.73,8400.67,2.5R fixed target,Stop,3,-5.77,-1.055
LAURUSLABS,Relative-strength leader breakout,2026-08-04,75,0.93,0.621,2026-08-05,2026-08-11,1854,1772.59,2057.53,2.5R fixed target,Time Exit,5,-0.084,-0.019
UNIMECH,Relative-strength leader breakout,2026-08-04,95,6.113,9.137,2026-08-06,2026-08-12,1380.66,1272.87,1650.12,2.5R fixed target,Time Exit,5,2.441,0.313
VIMTALABS,Relative-strength leader breakout,2026-08-04,62,1.562,0.606,2026-08-05,2026-08-11,649.3,593.87,787.86,2.5R fixed target,Time Exit,5,-1.231,-0.144
BLSE,Relative-strength leader breakout,2026-08-05,90,2.241,1.16,2026-08-06,2026-08-12,320.64,296.95,379.87,2.5R fixed target,Time Exit,5,-1.544,-0.209
COFORGE,Relative-strength leader breakout,2026-08-05,69,0.902,0.648,2026-08-06,2026-08-12,1813.9,1687.49,2129.93,2.5R fixed target,Time Exit,5,-0.984,-0.141
EXIDEIND,Relative-strength leader breakout,2026-08-05,87,1.425,1.29,2026-08-07,2026-08-13,479.71,448.43,557.89,2.5R fixed target,Time Exit,5,0.908,0.139
FILATEX,Relative-strength leader breakout,2026-08-05,90,1.482,1.005,2026-08-06,2026-08-12,82.61,75.62,100.09,2.5R fixed target,Time Exit,5,0.541,0.064
HAPPYFORGE,Relative-strength leader breakout,2026-08-05,100,4.648,4.878,2026-08-06,2026-08-12,1860,1723.46,2201.36,2.5R fixed target,Time Exit,5,8.447,1.151
JGCHEM,Relative-strength leader breakout,2026-08-05,100,6.331,5.562,2026-08-06,2026-08-12,554.61,510.04,666.03,2.5R fixed target,Time Exit,5,8.912,1.109
KERNEX,Relative-strength leader breakout,2026-08-05,80,2.174,1.828,2026-08-06,2026-08-10,2572.13,2379.25,3054.35,2.5R fixed target,Stop,3,-7.799,-1.04
MOREPENLAB,Relative-strength leader breakout,2026-08-05,100,8.512,11.33,2026-08-06,2026-08-12,78.41,71.92,94.63,2.5R fixed target,Time Exit,5,-6.609,-0.799
MPSLTD,Relative-strength leader breakout,2026-08-05,71,1.119,0.464,2026-08-07,2026-08-13,2895.78,2622.62,3578.69,2.5R fixed target,Time Exit,5,-5.11,-0.542
NRBBEARING,Relative-strength leader breakout,2026-08-05,92,5.873,5.096,2026-08-06,2026-08-12,465.73,433.58,546.1,2.5R fixed target,Time Exit,5,-1.176,-0.17
OMNI,Relative-strength leader breakout,2026-08-05,90,13.766,28.996,2026-08-06,2026-08-06,752.1,671.09,954.62,2.5R fixed target,Stop,1,-11.071,-1.028
SAILIFE,Relative-strength leader breakout,2026-08-05,53,0.93,0.9,2026-08-06,2026-08-07,1400.8,1340.32,1551.98,2.5R fixed target,Stop,2,-4.617,-1.069
SHILPAMED,Relative-strength leader breakout,2026-08-05,92,9.092,28.25,2026-08-06,2026-08-12,755.36,706.28,878.05,2.5R fixed target,Time Exit,5,6.299,0.969
SOTL,Relative-strength leader breakout,2026-08-05,78,2.286,1.481,2026-08-06,2026-08-12,774,626.65,1142.37,2.5R fixed target,Time Exit,5,-10.39,-0.546
SUDEEPPHRM,Relative-strength leader breakout,2026-08-05,82,6.021,8.538,2026-08-06,2026-08-12,973.75,878.87,1210.96,2.5R fixed target,Time Exit,5,13.05,1.339
UFBL,Relative-strength leader breakout,2026-08-05,95,1.708,0.861,2026-08-06,2026-08-11,790.85,706.94,1000.63,2.5R fixed target,Time Exit,4,2.254,0.212
UNIPARTS,Relative-strength leader breakout,2026-08-05,92,5.821,9.281,2026-08-06,2026-08-12,813.62,759.26,949.53,2.5R fixed target,Time Exit,5,-0.309,-0.046
DECNGOLD,Relative-strength leader breakout,2026-08-06,90,8.568,15.996,2026-08-07,2026-08-07,232.46,215.9,273.88,2.5R fixed target,Stop,1,-7.426,-1.042
EMIL,Relative-strength leader breakout,2026-08-06,85,2.295,3.899,2026-08-07,2026-08-10,153.31,142.22,181.02,2.5R fixed target,Target,2,17.779,2.459
HLEGLAS,Relative-strength leader breakout,2026-08-06,100,5.966,4.073,2026-08-07,2026-08-11,466.93,433.91,549.48,2.5R fixed target,Gap Stop,3,-19.003,-2.687
MARINE,Relative-strength leader breakout,2026-08-06,100,3.831,2.736,2026-08-07,2026-08-13,324.55,298.24,390.33,2.5R fixed target,Time Exit,5,14.075,1.736
NEULANDLAB,Relative-strength leader breakout,2026-08-06,77,13.771,26.986,2026-08-07,2026-08-13,22534.98,21202.48,25866.23,2.5R fixed target,Time Exit,5,2.682,0.454
PGIL,Relative-strength leader breakout,2026-08-06,100,4.852,7.896,2026-08-07,2026-08-13,2252.6,2108.73,2612.25,2.5R fixed target,Time Exit,5,9.125,1.429
SANSERA,Relative-strength leader breakout,2026-08-06,51,1.433,1.425,2026-08-07,2026-08-11,3877.74,3640.88,4469.9,2.5R fixed target,Stop,3,-6.408,-1.049
SUDARSCHEM,Relative-strength leader breakout,2026-08-06,94,2.512,1.892,2026-08-07,2026-08-12,1136.77,1064.28,1318,2.5R fixed target,Stop,4,-6.677,-1.047
SUNDRMFAST,Relative-strength leader breakout,2026-08-06,60,5.359,5.032,2026-08-07,2026-08-11,1096.79,1051.04,1211.16,2.5R fixed target,Target,3,10.128,2.428
TATATECH,Relative-strength leader breakout,2026-08-06,100,6.087,9.075,2026-08-07,2026-08-13,807.36,761.62,921.72,2.5R fixed target,Time Exit,5,7.26,1.281
VARROC,Relative-strength leader breakout,2026-08-06,85,3.306,4.002,2026-08-07,2026-08-07,758.96,717.93,861.54,2.5R fixed target,Stop,1,-5.706,-1.055
ARVIND,Relative-strength leader breakout,2026-08-07,57,1.273,1.297,2026-08-10,2026-08-13,563.22,534.39,635.3,2.5R fixed target,Gap Stop,4,-5.817,-1.136
AVALON,Relative-strength leader breakout,2026-08-07,92,3.433,5.4,2026-08-10,2026-08-14,2002,1836.05,2416.87,2.5R fixed target,Time Exit,5,-3.357,-0.405
LLOYDSENGG,Relative-strength leader breakout,2026-08-07,82,3.849,5.436,2026-08-10,2026-08-14,97.8,90.29,116.57,2.5R fixed target,Time Exit,5,-4.661,-0.607
MOTHERSON,Relative-strength leader breakout,2026-08-07,100,4.23,6.892,2026-08-10,2026-08-14,170.14,160.66,193.84,2.5R fixed target,Time Exit,5,-1.381,-0.248
RKFORGE,Relative-strength leader breakout,2026-08-07,63,0.724,0.611,2026-08-10,2026-08-14,730.46,684.13,846.27,2.5R fixed target,Time Exit,5,-0.007,-0.001
SAPPHIRE,Relative-strength leader breakout,2026-08-07,100,5.091,9.236,2026-08-11,2026-08-17,230.26,210.75,279.03,2.5R fixed target,Time Exit,5,1.62,0.191
SBCL,Relative-strength leader breakout,2026-08-07,92,10.4,23.366,2026-08-10,2026-08-10,928,860.05,1097.86,2.5R fixed target,Target,1,18.004,2.459
SKYGOLD,Relative-strength leader breakout,2026-08-07,70,2.537,2.204,2026-08-10,2026-08-14,775,679.2,1014.5,2.5R fixed target,Time Exit,5,-0.506,-0.041
STYL,Relative-strength leader breakout,2026-08-07,88,2.154,1.932,2026-08-10,2026-08-14,411.85,373.01,508.95,2.5R fixed target,Time Exit,5,-1.162,-0.123
AKUMS,Relative-strength leader breakout,2026-08-10,85,4.88,9.52,2026-08-11,2026-08-17,758.36,719.73,854.96,2.5R fixed target,Stop,5,-5.395,-1.059
BECTORFOOD,Relative-strength leader breakout,2026-08-10,80,1.695,0.713,2026-08-11,2026-08-17,238.17,221.42,280.04,2.5R fixed target,Time Exit,5,6.894,0.98
CHOICEIN,Relative-strength leader breakout,2026-08-10,58,0.814,0.787,2026-08-11,2026-08-11,851.7,826.06,915.81,2.5R fixed target,Stop,1,-3.311,-1.1
GLAND,Relative-strength leader breakout,2026-08-10,84,1.843,1.635,2026-08-11,2026-08-17,2845.5,2558.02,3564.2,2.5R fixed target,Time Exit,5,1.974,0.195
LENSKART,Relative-strength leader breakout,2026-08-10,81,1.337,1.267,2026-08-12,2026-08-18,593.18,567.32,657.86,2.5R fixed target,Time Exit,5,5.637,1.293
NAUKRI,Relative-strength leader breakout,2026-08-10,88,2.547,3.423,2026-08-11,2026-08-17,1301.1,1234.68,1467.14,2.5R fixed target,Time Exit,5,3.904,0.765
PANAMAPET,Relative-strength leader breakout,2026-08-10,92,1.919,1.32,2026-08-11,2026-08-12,540,487.96,670.09,2.5R fixed target,Stop,2,-9.936,-1.031
SEDEMAC,Relative-strength leader breakout,2026-08-10,67,7.955,6.398,2026-08-11,2026-08-17,3005,2780.46,3566.34,2.5R fixed target,Time Exit,5,7.527,1.007
SYRMA,Relative-strength leader breakout,2026-08-10,100,3.558,2.804,2026-08-11,2026-08-17,1525.04,1420.42,1786.61,2.5R fixed target,Time Exit,5,-4.047,-0.59
TITAN,Relative-strength leader breakout,2026-08-10,100,2.638,4.673,2026-08-11,2026-08-17,5132.44,4960.46,5562.41,2.5R fixed target,Time Exit,5,-1.546,-0.461
UNIVCABLES,Relative-strength leader breakout,2026-08-10,100,10.098,13.74,2026-08-11,2026-08-17,1715,1546.77,2135.56,2.5R fixed target,Time Exit,5,0.26,0.026
